Event,Team,Robot weight,Red bumper weight,Blue bumper weight
2026micmp2,3767,114.6,11.9,12.3
2026micmp2,4398,112.9,10.6,10.3
2026micmp2,4855,111.2,14.6,14.6
2026micmp2,5046,113.2,12.8,12.8
2026micmp2,5114,112.2,12.7,12.6
2026micmp2,5193,110.5,13.4,14
2026micmp2,5462,92.9,10.2,10.2
2026micmp2,5535,104.1,14.1,13.8
2026micmp2,5577,104.7,14.4,14.4
2026micmp2,5982,112,13.6,13.6
2026micmp2,6090,114.8,11.4,11.5
2026micmp2,6528,108.6,11.9,11.9
2026micmp2,7250,111.8,15.3,13.7
2026micmp2,7598,109.2,14.4,14.4
2026micmp2,8424,109,16.2,16.1
2026micmp2,8608,115,13.1,13.1
2026micmp2,8767,94.2,13.1,15.5
2026micmp2,9210,106.7,10.5,10.9
2026micmp2,9215,105,10.4,10.5
2026micmp2,9245,101,12.6,12.7
2026micmp2,9255,114.9,11.9,11.3
2026micmp2,10349,112.5,13.7,14.4
2026micmp3,33,113.6,20.1,20.4
2026micmp3,68,113.9,14.9,14.9
2026micmp3,70,97.4,14.3,14.5
2026micmp3,123,105.3,13.7,13.6
2026micmp3,288,114.6,11.9,11.3
2026micmp3,548,102.8,13.5,13.4
2026micmp3,818,113.7,10.8,10.5
2026micmp3,894,109.9,11.3,11.3
2026micmp3,910,113.5,19.7,19.3
2026micmp3,1481,113.5,11.9,12
2026micmp3,1711,109.6,13.2,13.5
2026micmp3,1718,114.7,11.4,11.1
2026micmp3,2137,112.5,10.5,10.4
2026micmp3,2337,112.2,19.8,20.1
2026micmp3,2851,114.7,19.4,19.4
2026micmp3,2960,109.9,12.1,12.4
2026micmp3,3322,111.5,14.2,14.2
2026micmp3,3452,109.6,12.4,13
2026micmp3,3618,103.1,9.8,9.8
2026micmp3,4391,114,15.5,15.5
2026micmp3,4392,113.5,12.9,12.4
2026micmp3,4779,108.9,14.3,14.3
2026micmp3,4810,111.2,13.3,13.3
2026micmp3,4956,111.1,13.4,13.4
2026micmp3,4967,112.2,18.4,18.1
2026micmp3,5066,112,14.3,14.3
2026micmp3,5086,104.5,12.8,12.8
2026micmp3,5229,113.8,9.5,9.3
2026micmp3,5675,110.3,12.9,12.9
2026micmp3,5712,114.1,18.1,18.1
2026micmp3,5843,113.6,14.8,14.8
2026micmp3,6152,100.9,12.1,12.9
2026micmp3,6637,111,13.4,13.5
2026micmp3,7054,114.3,10.4,11.2
2026micmp3,7056,74.5,14.3,14.1
2026micmp3,7166,110.6,16.6,16.2
2026micmp3,7188,108.4,10.4,10.1
2026micmp3,8280,113.8,13.9,11.4
2026micmp3,8373,113.3,10.5,10.9
2026micmp3,8397,91.2,12.2,12.2
2026micmp3,8612,114.5,13.9,13.1
2026micmp4,494,96.7,14.3,13.5
2026micmp4,503,114.5,13.7,13.7
2026micmp4,573,102.5,12.5,12.4
2026micmp4,858,103.7,15.2,15.1
2026micmp4,1188,114,13.3,12.8
2026micmp4,1701,113.1,8.9,8.6
2026micmp4,1918,110,13.7,14.2
2026micmp4,2224,102.7,13.7,13.7
2026micmp4,2619,112,11,12
2026micmp4,3175,114.4,17.3,19
2026micmp4,3536,108.9,12.3,12
2026micmp4,3538,112.1,18.3,18.1
2026micmp4,3539,114.2,12.3,12.1
2026micmp4,3603,114.1,11.9,11.9
2026micmp4,3604,114.4,12,12.6
2026micmp4,3632,78.1,13.2,13.2
2026micmp4,3641,113.7,14.1,13.8
2026micmp4,3688,109.1,10.8,11.2
2026micmp4,3707,113.1,18.7,18.7
2026micmp4,3770,103.3,11.6,11.6
2026micmp4,4237,114.4,11.9,11.9
2026micmp4,4327,102.7,19.9,19.9
2026micmp4,4422,115,16,16.3
2026micmp4,5152,111.6,7.4,7.4
2026micmp4,5166,114.6,18.5,18.2
2026micmp4,5216,115.1,15.4,15
2026micmp4,5460,114,20,20
2026micmp4,5533,113.7,14.8,15
2026micmp4,5534,112.1,13.3,13.2
2026micmp4,6085,112.1,11.1,11.1
2026micmp4,6615,107.3,13.7,12.8
2026micmp4,6753,97.3,15.2,15.2
2026micmp4,7197,113.3,12.5,13.6
2026micmp4,7768,109.5,12,12
2026micmp4,8179,112.5,10.6,10.5
2026micmp4,8873,113,12.7,12.3
2026micmp4,9312,115.1,10.2,9.4
2026micmp4,9757,114.4,19.2,19.1
2026micmp4,11386,90.5,10.6,9.8
2026micmp4,11503,68.7,9.2,9.4
2026midtr,1,96.8,10.3,10.2
2026midtr,123,103.6,13.5,13.3
2026midtr,2048,64.3,13.1,13.1
2026midtr,2224,85.6,13.8,13.8
2026midtr,2591,54.9,10.3,10.3
2026midtr,2673,93.1,12.6,12.6
2026midtr,3096,60.2,10.8,10.8
2026midtr,3175,113,14.5,15.6
2026midtr,3619,62.9,9.6,9.6
2026midtr,3632,78,14.3,14.3
2026midtr,4680,110,12.6,12.7
2026midtr,4758,46.1,11.2,11.2
2026midtr,4838,109.6,12.2,12.7
2026midtr,4851,58.3,11.5,11.5
2026midtr,4854,37.2,14.4,14.4
2026midtr,5065,60.8,8.9,8.9
2026midtr,5197,48.9,13.6,13.6
2026midtr,5225,33.1,14.5,14.5
2026midtr,5478,63,11.2,11.2
2026midtr,5532,62.2,10.7,10.7
2026midtr,5577,114.7,14.2,14.2
2026midtr,5642,55,10.9,10.9
2026midtr,5756,58,11.5,11.9
2026midtr,6096,59.2,11.7,11.7
2026midtr,6099,102.5,11.6,11.6
2026midtr,6532,55.2,11.1,11.1
2026midtr,6616,112.1,13.2,13.3
2026midtr,7145,55.5,12.2,12.2
2026midtr,7196,97.7,14,15.6
2026midtr,7692,60.3,9.9,9.9
2026midtr,7865,74.6,13.6,13.5
2026midtr,8352,78.3,16,16
2026midtr,8899,37.8,11.4,11.4
2026midtr,9255,102.2,11.4,10.2
2026midtr,9651,61.8,12.2,12.2
2026midtr,10577,62.3,9.7,9.7
2026midtr,10607,76.5,9.9,9.9
2026midtr,11423,54.8,10.6,10.6
2026midtr,11461,58.6,10.5,10.9
2026midtr,11490,58,9.7,9.8
2026miesc,857,110.6,9.9,10.4
2026miesc,2586,114.5,13.1,13.1
2026miesc,3602,96,10.9,10.6
2026miesc,3770,102.7,11.4,11.4
2026miesc,4375,100.5,10.8,11.1
2026miesc,4377,110.8,12.2,12.2
2026miesc,4391,113.8,15.3,15.3
2026miesc,4392,113.5,13,12.5
2026miesc,4827,67.5,11,11
2026miesc,4835,98.9,13.7,15.1
2026miesc,5086,103.1,12.3,12.3
2026miesc,5193,108.9,13.5,14
2026miesc,5486,85.2,9.6,9.8
2026miesc,5505,98.9,13.5,14.3
2026miesc,5702,61.6,9.7,9.8
2026miesc,5706,56,9.2,9.2
2026miesc,6079,101.5,6.7,6.7
2026miesc,6088,110,11.2,12
2026miesc,6112,64.7,9.1,9.7
2026miesc,6113,79.4,13.1,14
2026miesc,6558,63.7,11.1,10.1
2026miesc,6569,109.6,9.2,9.1
2026miesc,6637,109.8,13.4,13.4
2026miesc,7250,114,15.2,13.7
2026miesc,7713,63.5,8.6,8.7
2026miesc,7782,108,14,14
2026miesc,8612,114.2,12.6,11.7
2026miesc,9249,73.3,11.9,11.9
2026miesc,9548,110.2,11.4,11.4
2026miesc,9674,113.2,12,11.9
2026miesc,9682,57.1,9.8,10.7
2026miesc,9722,49.8,9.6,9.4
2026miesc,9733,64.2,11.8,11.8
2026miesc,9755,75.7,12.7,12.7
2026miesc,9773,79.2,11.4,11.6
2026miesc,10589,113.5,9.6,9.8
2026miesc,10595,70.4,11.9,12.9
2026miesc,10605,68.2,10.4,10.6
2026miesc,10622,71.1,10,10.8
2026miesc,11466,58.7,11.1,10.9
2026mifen,68,115,14.6,14.5
2026mifen,70,99.6,12.8,13.1
2026mifen,494,96.2,14.3,13.5
2026mifen,862,113.4,20,21
2026mifen,1322,110.5,10.2,10.2
2026mifen,2145,103.2,19.5,19.5
2026mifen,3098,97.1,9.7,9.7
2026mifen,3568,106.6,14.1,13.6
2026mifen,4130,113.2,10.9,10.9
2026mifen,4810,114.1,10.1,10.1
2026mifen,5084,95.6,12.9,13
2026mifen,5114,106.7,12.6,13
2026mifen,5229,115,8.7,8.5
2026mifen,5234,72.2,9.4,9.4
2026mifen,5260,66.4,16.1,14.4
2026mifen,5282,80.8,12.3,11.3
2026mifen,5517,105.1,11.1,10.6
2026mifen,5532,63.2,10,10
2026mifen,5603,101.1,9.6,10
2026mifen,5641,108.9,13.8,14
2026mifen,5660,108,11.8,12.3
2026mifen,6067,82,12.7,12.7
2026mifen,6071,50.9,9.9,9.5
2026mifen,6073,72.2,9.2,10
2026mifen,6190,72.3,13.4,13.4
2026mifen,6538,110.3,13.2,13.2
2026mifen,6548,113.8,14,14
2026mifen,7202,112,13.6,14.6
2026mifen,7598,112.2,11.5,11.5
2026mifen,7772,81.2,11.3,11.3
2026mifen,8193,107.1,10.8,10.2
2026mifen,8385,68.5,7.9,8.8
2026mifen,9207,82.5,9.3,9.3
2026mifen,9237,93.7,9.5,9.3
2026mifen,9455,104.8,10,10
2026mifen,9757,114.1,19.2,19.1
2026mifen,9759,66.4,11.2,11.2
2026mifen,9776,53.1,9.2,8.5
2026mifen,10667,71.5,14.3,13.8
2026mifen,10690,114,17.9,18.4
2026mifen,10978,76.1,10.4,10.3
2026mifli,68,112.2,14.6,14.4
2026mifli,70,113.4,12.6,13
2026mifli,314,64.4,11.7,11.7
2026mifli,494,111.7,12.6,12
2026mifli,894,104.6,11,11.1
2026mifli,1322,114.2,8.5,8.5
2026mifli,1684,109.1,15.8,15.8
2026mifli,2337,113.5,19.5,19.9
2026mifli,4998,110.4,10,10
2026mifli,5046,114.5,13.7,13.7
2026mifli,5150,113,11.5,11.5
2026mifli,5167,113.9,9.4,8.7
2026mifli,5214,86.7,11.5,11.8
2026mifli,5235,77.9,11.9,11.9
2026mifli,5282,76.2,12.7,11.1
2026mifli,5517,89.5,10.8,10.5
2026mifli,5527,107.3,11,11
2026mifli,5561,104.2,9,9.1
2026mifli,5612,110.1,18.9,19.1
2026mifli,5660,107.4,11.6,12
2026mifli,5697,78.9,9.8,9.8
2026mifli,6085,108.8,9.3,9.3
2026mifli,6610,65.1,12,11.6
2026mifli,7597,60.9,8.6,8.5
2026mifli,7772,83.5,11.2,11.2
2026mifli,7784,103.9,14.1,14.2
2026mifli,8193,95.5,10.4,10.8
2026mifli,8385,60.6,7.9,8.5
2026mifli,8767,88.4,12.9,15.3
2026mifli,9207,71.9,9,9.1
2026mifli,9242,70.6,10.9,10.6
2026mifli,9648,62.3,10.3,10.1
2026mifli,9697,61.6,12.6,11
2026mifli,9757,113.7,19,19
2026mifli,10547,70.1,9.9,10.3
2026mifli,10587,71.5,11.3,11.9
2026mifli,10659,62.7,9.7,9.3
2026mifli,10665,66.4,11.2,11.6
2026mifli,10667,71,7.9,6.9
2026mifli,11458,65.2,10.8,11.3
2026mifli,11527,77.6,9.7,9.7
2026miken,858,110.2,13.2,13
2026miken,904,107.2,12.3,12.3
2026miken,1023,113.8,11.1,11
2026miken,2075,114.8,11.8,12.3
2026miken,2771,114.7,9.5,9.5
2026miken,3234,111.9,11.3,11.5
2026miken,3620,114.5,17.1,17.1
2026miken,3875,108,11.6,12.6
2026miken,4325,97,9.4,9.3
2026miken,4967,114.4,18.2,18
2026miken,5166,113.6,18.7,18.4
2026miken,5256,79.7,10,9.3
2026miken,5980,108.6,15.5,15.5
2026miken,6081,114.8,13.6,13.6
2026miken,7220,103.8,12.4,12.4
2026miken,7221,58.1,7.1,7.1
2026miken,7256,61,11.3,11.3
2026miken,7289,70.1,8.3,7.7
2026miken,7656,113.9,14.1,14.2
2026miken,7658,63,11.7,11.7
2026miken,7808,89.2,7.6,7.3
2026miken,7809,93.2,20.9,20.9
2026miken,7818,105,9,9
2026miken,8285,91.9,9.2,9.4
2026miken,8423,78.2,9.3,9.4
2026miken,8767,84.7,13,15.3
2026miken,9206,74.1,14.4,14.3
2026miken,9208,111.3,11.2,11.2
2026miken,9549,90.3,11.4,10.3
2026miken,9566,80,11.5,9.8
2026miken,9638,73.9,8.9,8.9
2026miken,9671,61.6,12.5,12.5
2026miken,9685,77.4,8,8.2
2026miken,9756,69,10.4,11
2026miken,10181,89.9,9.6,9.3
2026miken,10633,103.3,18.3,18.3
2026miken,10642,77.6,10.3,9.9
2026miken,10664,68.2,11.1,11.4
2026miken,11399,83,12.8,12.5
2026milac,141,98.3,11.5,11.5
2026milac,226,113.6,13,13.2
2026milac,1684,107.5,15.9,15.9
2026milac,2054,112.7,13.5,13.5
2026milac,2586,110.6,14.5,13.2
2026milac,3536,111.2,12,11.9
2026milac,3537,65.1,9.2,9.7
2026milac,3603,114.8,10.6,10.6
2026milac,4776,111.2,15.6,15.6
2026milac,4956,104.8,13.4,13.4
2026milac,4983,108.9,12,12
2026milac,5534,110.8,13.5,13.2
2026milac,5547,75.6,10.7,10.7
2026milac,5560,76.4,11.6,11.6
2026milac,6087,84.7,8.7,8.6
2026milac,6114,102.8,13.1,13.1
2026milac,6121,114.3,11.5,11.4
2026milac,6963,61.3,10.5,10.5
2026milac,7155,107.2,13.4,13
2026milac,7202,114.2,12.8,13.9
2026milac,7250,112.5,15,15
2026milac,7768,112.3,13,13
2026milac,7790,115,10.1,9.8
2026milac,7794,62.8,11,11
2026milac,7855,76.1,16.4,16.6
2026milac,8041,112.2,11.8,11.8
2026milac,9106,69,11,12.7
2026milac,9541,62.2,8,8.3
2026milac,9568,65.5,12.6,11.9
2026milac,9650,66.9,14,14
2026milac,10421,69.6,10.6,10.5
2026milac,11435,81.6,7.9,7.2
2026milac,11437,63.1,12.7,12.7
2026milac,11440,62.7,9.4,10.4
2026milak,245,109,12.9,12.9
2026milak,858,110.1,13.1,13
2026milak,1188,107.5,13.1,12.7
2026milak,2767,110.3,15.9,15.9
2026milak,2959,108.2,10,10
2026milak,3658,103.8,12.1,12.1
2026milak,3875,86.7,11.5,11.5
2026milak,4237,108.5,11.8,11.8
2026milak,4327,107,18.7,18.7
2026milak,4453,103.9,14.2,14.2
2026milak,5152,96,7.2,7.4
2026milak,5248,75.1,11.4,11.4
2026milak,5559,100.2,11.7,11.5
2026milak,5610,112,9.5,9.8
2026milak,5623,96.3,12.6,13.2
2026milak,5675,113.5,12.8,12.8
2026milak,5676,106.3,10.4,10.4
2026milak,5980,111.5,15,15
2026milak,6002,100.4,13,13.2
2026milak,7226,112,11.8,11.6
2026milak,7256,61.2,10.5,10.5
2026milak,7658,63.1,11.8,11.8
2026milak,7911,64.1,6.7,6.5
2026milak,8041,112,10.9,10.8
2026milak,8126,114.6,14.6,14.8
2026milak,8397,86,12.5,12.5
2026milak,8608,113,12.3,12.3
2026milak,9203,111.8,10.1,10.1
2026milak,9215,95.4,10.8,10.6
2026milak,9239,53.9,13.1,12.1
2026milak,9566,83.8,11.9,11.9
2026milak,9638,80.7,9,9
2026milak,9672,54.2,9.6,9.3
2026milak,9703,60.9,10.8,10.9
2026milak,10473,97.9,11.4,11.4
2026milak,10651,70.1,9.8,10
2026milak,11386,80.4,10.6,11.1
2026milak,11407,62.3,9.7,9.5
2026miliv,27,113.4,14.9,15
2026miliv,123,104.6,13.6,13.5
2026miliv,830,85.3,9.8,9.7
2026miliv,1189,105.9,14.2,14.4
2026miliv,1250,113.6,17.1,16.8
2026miliv,1481,113.4,11.6,11.7
2026miliv,2604,60.6,11.5,10.7
2026miliv,2832,109.4,12.5,12.4
2026miliv,3414,112.8,12.2,12
2026miliv,3538,114.5,14.8,14.6
2026miliv,4405,98.1,16.7,16.5
2026miliv,4768,70.7,13.1,13.1
2026miliv,5050,101,13,13.2
2026miliv,5467,62.2,10.9,10.9
2026miliv,5533,114.9,14.7,14.8
2026miliv,5559,108.7,11.8,11.5
2026miliv,5843,113.4,12.2,12.2
2026miliv,5907,114.6,14.6,15.5
2026miliv,6099,103.1,12.5,12.5
2026miliv,6152,98.7,11.9,12.4
2026miliv,6861,114.4,10.9,10.6
2026miliv,6914,110.1,18,18
2026miliv,7145,50.8,13.7,13.7
2026miliv,7147,61,12.1,12.1
2026miliv,7174,107.8,11.3,10.7
2026miliv,7553,104.5,11.7,11.7
2026miliv,8115,107.9,10.7,11
2026miliv,8297,54.5,11.5,11.2
2026miliv,8426,103.2,12.9,12.9
2026miliv,8427,67.7,10.5,10.7
2026miliv,8623,40.4,12.7,12.7
2026miliv,9205,59.2,9.6,9.8
2026miliv,9572,107.4,18,18.3
2026miliv,9735,62.5,9.7,9.1
2026miliv,9751,107.9,18.1,18.1
2026miliv,10590,64.4,9.9,11.1
2026miliv,10659,64.8,9.8,9.5
2026miliv,10664,68.1,10.9,11.2
2026miliv,10672,70.8,9.6,9.5
2026miliv,11361,38.6,12.8,12.7
2026miliv,11455,62.6,11,11.9
2026milsu,857,104.2,9.7,10.2
2026milsu,1596,114.9,12.5,12.6
2026milsu,3452,107,12.6,11.8
2026milsu,3536,107.9,12,11.7
2026milsu,4375,91.6,10.6,10.9
2026milsu,4377,114.8,12,12
2026milsu,4392,111.5,12.6,12.2
2026milsu,4398,113.3,10.6,10.3
2026milsu,4779,109.2,14,14
2026milsu,4967,111.5,17.4,17.1
2026milsu,5213,66.4,10.6,10.6
2026milsu,5216,114.3,15.7,14.7
2026milsu,5314,114.5,12.5,11.6
2026milsu,5424,113.6,11.7,12.9
2026milsu,5486,83.9,9.5,9.7
2026milsu,5547,78.9,11,11
2026milsu,5706,55.2,9.1,9.1
2026milsu,5878,91.7,10.6,9.4
2026milsu,6077,92.4,13.7,13.7
2026milsu,6088,114.9,11.1,12
2026milsu,6098,89.1,13,13
2026milsu,6112,80.8,9.5,9.7
2026milsu,6113,78.6,12.9,14.2
2026milsu,6121,112.9,11.4,11.3
2026milsu,6558,62.8,10.9,10
2026milsu,6637,112.2,13,12.9
2026milsu,7713,63.3,8.5,8.6
2026milsu,7768,110.1,13,13
2026milsu,7814,82.5,12.2,12.1
2026milsu,8517,114.6,13.1,13
2026milsu,9249,70.2,11.8,11.8
2026milsu,9548,110.6,11.2,11.2
2026milsu,9674,112.3,12,11.8
2026milsu,9682,57.1,9.7,10.5
2026milsu,9722,48.2,10,10.4
2026milsu,9733,64.8,9.3,9.3
2026milsu,10589,114.9,9,9.1
2026milsu,10595,71,11.8,12.9
2026milsu,10605,70,9.4,9.6
2026milsu,10622,70.3,10.5,10.5
2026milsu,10666,111.4,12.1,12.3
2026mimar,33,114.3,13.4,13.9
2026mimar,51,108.8,14.2,14.4
2026mimar,453,36.6,13.2,14.1
2026mimar,818,104.7,10.3,10.4
2026mimar,894,104.4,11.4,11.1
2026mimar,1498,114.9,17.2,17.3
2026mimar,1506,100.8,10.8,10.9
2026mimar,1718,109.2,11.4,11.2
2026mimar,2851,110.9,17.1,17.2
2026mimar,3539,114.1,12.1,11.8
2026mimar,3667,112.4,12.9,13
2026mimar,4130,100.2,10.9,10.9
2026mimar,4779,109.4,14.1,14.1
2026mimar,4961,112.8,11.7,12.7
2026mimar,4994,79.7,12.4,12.4
2026mimar,5167,110.1,9.6,9.6
2026mimar,5214,86.2,11.5,11
2026mimar,5612,94.8,11.5,11.2
2026mimar,5843,112.5,12.3,12.3
2026mimar,5860,111.3,12.9,12.9
2026mimar,5926,89.2,12.6,13.5
2026mimar,6091,62.5,9.7,9.7
2026mimar,6120,109.2,20.4,20.4
2026mimar,6344,109.5,12.3,12.3
2026mimar,7211,114.2,14.2,14.2
2026mimar,7247,60.8,8.2,8.1
2026mimar,7597,60,8.8,8.5
2026mimar,7813,51.7,11.8,11.8
2026mimar,8280,114.7,13.6,10.9
2026mimar,8364,59.5,11.6,11.6
2026mimar,8728,90.9,12.9,12.9
2026mimar,9183,82.3,11.7,12.8
2026mimar,9245,107.7,13,12.9
2026mimar,9251,113.5,10.4,11.4
2026mimar,9252,74.4,9.9,10
2026mimar,9528,62.8,12.3,12.9
2026mimar,9558,84,9.7,9.7
2026mimar,9747,56.7,10,10.6
2026mimar,10349,109,13.5,14.3
2026mimar,11493,62.4,10.9,10.5
2026mimas,910,114.4,19.5,19.1
2026mimas,1504,52.1,16.2,15.5
2026mimas,1940,79.3,10.7,11.2
2026mimas,2137,110.4,10.2,10.2
2026mimas,3655,105.4,16.8,16.9
2026mimas,3707,99,12.9,13.3
2026mimas,4327,100.3,17.2,17.2
2026mimas,4776,107.8,15.8,15.8
2026mimas,5225,70.5,14.6,14.6
2026mimas,5674,113.4,18.4,19.5
2026mimas,5704,73.3,11.9,11.2
2026mimas,5712,113.7,17.3,17.3
2026mimas,5926,90,12.4,13.2
2026mimas,6078,112.1,13.5,13.4
2026mimas,6085,111.8,11,11
2026mimas,6591,98.9,9.3,10.2
2026mimas,7056,73,14.1,13.9
2026mimas,7166,102.7,18.2,18.1
2026mimas,7226,112.6,11.8,11.7
2026mimas,7289,70.4,8.2,7.6
2026mimas,7491,96,11.7,11.9
2026mimas,7818,107.5,11,10
2026mimas,8179,102.9,10.6,10.5
2026mimas,8362,58.3,9.9,9.8
2026mimas,8374,66.7,7.5,7.4
2026mimas,8424,104.1,15.2,14.6
2026mimas,8608,113.7,12.2,12.1
2026mimas,9203,98,10.2,10.2
2026mimas,9237,91.1,9.5,9.3
2026mimas,9238,73.2,13.7,13.4
2026mimas,9251,109.7,11.2,12.5
2026mimas,9255,108.1,11.5,10.9
2026mimas,9312,109.8,6.9,6.8
2026mimas,9753,59.3,7.8,8.2
2026mimas,10577,64.5,10.8,10.8
2026mimas,10606,84.1,10.7,10.7
2026mimas,10629,69.9,10,10.3
2026mimas,11444,61.5,10.9,10.1
2026mimas,11490,59.9,10,9.9
2026mimas,11503,67.8,9.4,9.6
2026mimid,201,108,11.4,11.4
2026mimid,1596,114.9,12.6,12.7
2026mimid,2619,106.9,11,12
2026mimid,3357,112.1,9.9,9.8
2026mimid,3425,72,8,7.9
2026mimid,3770,101.1,11.8,11.8
2026mimid,5166,114.2,19.9,19.6
2026mimid,5216,114.7,15.4,14.6
2026mimid,5229,114.8,10.2,8.8
2026mimid,5231,73.8,9.2,9
2026mimid,5424,112.1,11.8,13
2026mimid,5504,86.3,11.8,11.6
2026mimid,5509,108.6,12,11.3
2026mimid,5525,57.6,11.5,11.5
2026mimid,5533,114.9,14.7,14.6
2026mimid,5538,111.6,15,15
2026mimid,5561,110.3,9.1,9.3
2026mimid,5603,78.5,10.6,11.1
2026mimid,5712,113.4,17.4,17.4
2026mimid,6033,73.2,13.2,13.3
2026mimid,6067,81.3,12.5,12.5
2026mimid,6073,71.8,9.2,10
2026mimid,6533,101.5,14.4,14.4
2026mimid,6753,100.8,15.1,15.1
2026mimid,7784,96,14.3,14.3
2026mimid,8517,114.6,12.9,12.9
2026mimid,8873,110.7,12.7,12.4
2026mimid,9238,43.7,14.2,13.8
2026mimid,9648,62.1,9.9,9.8
2026mimid,9661,63.3,7.8,8.3
2026mimid,9662,103.6,12.7,13.3
2026mimid,9685,74.3,8,8.2
2026mimid,9731,59.9,10.3,10.3
2026mimid,9736,55.7,12.1,11
2026mimid,10547,70,9.9,10.3
2026mimid,10587,71,11.6,11.9
2026mimid,10629,70,9.9,10.1
2026mimid,11458,61.6,11,11.5
2026mimid,11527,62.4,10,10
2026mimil,67,115,15.3,15.2
2026mimil,308,100.3,12.2,12.2
2026mimil,314,62.4,11.6,11.7
2026mimil,548,91.5,13.4,13.5
2026mimil,830,91.6,9.8,9.7
2026mimil,1023,100.2,9.5,9.3
2026mimil,2137,107.3,10.1,10.1
2026mimil,2145,93.5,19.3,19.4
2026mimil,3302,88.2,10.6,9
2026mimil,3538,113,18.7,18.5
2026mimil,3707,109.5,12.9,13.5
2026mimil,4362,114.9,19.7,19.9
2026mimil,4384,106.7,12.7,12.5
2026mimil,4737,81.4,10.8,10.5
2026mimil,5053,109.8,12.2,12.2
2026mimil,5066,109.4,14.4,14.4
2026mimil,5067,71.8,11.4,11.1
2026mimil,5114,105.1,13.1,12.5
2026mimil,5674,109.8,11.6,11.6
2026mimil,5695,94,10.5,10.6
2026mimil,6078,112.3,13.4,13.1
2026mimil,6566,86.6,11.4,11.2
2026mimil,6610,63.7,12,11.7
2026mimil,6615,108.1,13.4,12.9
2026mimil,7178,109.7,11.8,11.8
2026mimil,7225,85.4,6,6
2026mimil,7491,94.6,11.8,11.9
2026mimil,7553,102.1,11.7,11.7
2026mimil,7660,112.1,11.4,11.4
2026mimil,7762,83.5,9.9,10.4
2026mimil,8423,66.8,9.3,9.4
2026mimil,8424,103.6,14.8,14.4
2026mimil,8426,94.3,13.2,13.2
2026mimil,10285,72.1,13,13
2026mimil,10612,72.3,7.7,7.7
2026mimil,10652,74.8,13.1,13.1
2026mimil,11457,65.9,9.4,8.5
2026mimil,11462,62,10.8,10.9
2026mimil,11473,62.3,10.1,10.1
2026mimil,11486,63,8.2,7.8
2026mimtp,573,96,12.5,12.6
2026mimtp,1711,108.7,13.1,13.1
2026mimtp,2337,113.8,20.5,20.8
2026mimtp,2405,94.5,14.5,14.3
2026mimtp,3655,114.5,16.9,16.9
2026mimtp,3688,107,10.5,10.8
2026mimtp,3767,113.4,11.8,11.9
2026mimtp,4381,107.9,16.8,16.6
2026mimtp,4422,113.7,15.8,15.7
2026mimtp,5084,92.8,13,13.1
2026mimtp,5110,102.2,9.9,10
2026mimtp,5162,70,9.3,9.3
2026mimtp,5231,74,9.4,9.2
2026mimtp,5234,59.7,9.1,9.5
2026mimtp,5235,89,9.3,9.7
2026mimtp,5436,109.4,12.1,12.8
2026mimtp,5697,66.6,10.1,10.1
2026mimtp,5982,113.6,12.8,12.8
2026mimtp,6033,72.2,13.6,13.6
2026mimtp,6071,50,9.9,9.5
2026mimtp,6100,83.4,14.6,14.6
2026mimtp,6533,97.6,14.4,14.4
2026mimtp,6642,112.1,14.4,14.4
2026mimtp,7109,58.4,9.4,9.4
2026mimtp,7166,110.9,18.3,18.1
2026mimtp,7195,114.5,12.1,12.1
2026mimtp,7210,65,13.1,13.1
2026mimtp,8286,96.3,13.1,13.1
2026mimtp,8873,108.6,12.6,12.3
2026mimtp,9568,64.9,12.8,12.2
2026mimtp,9594,77.8,10.9,11.1
2026mimtp,9650,67.4,14.2,13.3
2026mimtp,9661,62.8,8.2,8.7
2026mimtp,9662,99.4,12.8,13.4
2026mimtp,9673,105.6,12.1,12.1
2026mimtp,9755,73.6,12.2,12.2
2026mimtp,9773,64.6,10.7,10.6
2026mimtp,10613,63.2,9.4,9.1
2026mimtp,10614,62.5,9.3,9.5
2026mimtp,10978,73.3,10.4,10.4
2026mimus,85,113.7,12.1,12.3
2026mimus,107,110.5,8.6,8.7
2026mimus,2075,99.3,11.8,12.3
2026mimus,2405,99.6,15,14.9
2026mimus,2771,114,9.3,9.2
2026mimus,3458,90.1,17.6,16.9
2026mimus,3572,111.1,12.6,12.6
2026mimus,4004,105.3,21.3,21.3
2026mimus,4827,81,10.9,10.9
2026mimus,4956,110.5,13.5,13.5
2026mimus,4967,114.1,17.4,17.2
2026mimus,5470,64.5,14,14.1
2026mimus,5505,96.1,13.9,14.2
2026mimus,6005,84.2,11.8,11.8
2026mimus,6079,83.7,6.8,7
2026mimus,6090,115,10.2,9.2
2026mimus,6094,67.7,10.7,10.7
2026mimus,6128,84.9,12.9,12.9
2026mimus,6428,72.2,13.4,13.7
2026mimus,6877,109.8,8.4,8.2
2026mimus,7054,109,10.4,10.7
2026mimus,7160,114.9,14.1,14.1
2026mimus,7248,70.8,11.1,11.1
2026mimus,7810,63.4,13.8,13.6
2026mimus,8285,95.9,8.2,8.9
2026mimus,8612,113.8,12.6,11.9
2026mimus,9106,90.2,11.6,13.3
2026mimus,9541,64,8.1,8.2
2026mimus,9743,104.5,10.4,10.5
2026mimus,9754,69.5,10,9.9
2026mimus,9756,68.4,10.2,10.8
